PanGemGeneID,MSK51,MSK2390
CPAR2_702250,Cpa_MSK51_g5159.t1,Cpa_MSK2390_g5130.t1
CPAR2_702260,Cpa_MSK51_g5160.t1,Cpa_MSK2390_g5131.t1
CPAR2_702280,Cpa_MSK51_g5162.t1,Cpa_MSK2390_g5133.t1
CPAR2_702290,Cpa_MSK51_g5163.t1,Cpa_MSK2390_g5134.t1
CPAR2_702300,Cpa_MSK51_g5164.t1,Cpa_MSK2390_g5135.t1
CPAR2_702310,Cpa_MSK51_g5165.t1,Cpa_MSK2390_g5136.t1
CPAR2_702320,Cpa_MSK51_g5166.t1,Cpa_MSK2390_g5137.t1
CPAR2_702330,Cpa_MSK51_g5167.t1,Cpa_MSK2390_g5138.t1
CPAR2_702340,Cpa_MSK51_g5168.t1,Cpa_MSK2390_g5139.t1
CPAR2_702350,Cpa_MSK51_g5169.t1,Cpa_MSK2390_g5140.t1
CPAR2_702360,Cpa_MSK51_g5170.t1,Cpa_MSK2390_g5141.t1
CPAR2_702370,Cpa_MSK51_g5171.t1,Cpa_MSK2390_g5142.t1
CPAR2_702380,Cpa_MSK51_g5172.t1,Cpa_MSK2390_g5143.t1
CPAR2_702390,Cpa_MSK51_g5173.t1,Cpa_MSK2390_g5144.t1
CPAR2_702400,Cpa_MSK51_g5174.t1,Cpa_MSK2390_g5145.t1
CPAR2_702410,Cpa_MSK51_g5175.t1,Cpa_MSK2390_g5146.t1
CPAR2_702420,Cpa_MSK51_g5176.t1,Cpa_MSK2390_g5147.t1
CPAR2_702430,Cpa_MSK51_g5177.t1,Cpa_MSK2390_g5148.t1
CPAR2_702440,Cpa_MSK51_g5178.t1,Cpa_MSK2390_g5149.t1
CPAR2_702450,Cpa_MSK51_g5179.t1,Cpa_MSK2390_g5150.t1
CPAR2_702460,Cpa_MSK51_g5180.t1,Cpa_MSK2390_g5151.t1
CPAR2_702470,,
CPAR2_702480,Cpa_MSK51_g5181.t1,Cpa_MSK2390_g5152.t1
CPAR2_702490,Cpa_MSK51_g5182.t1,Cpa_MSK2390_g5153.t1
CPAR2_702500,Cpa_MSK51_g5183.t1,Cpa_MSK2390_g5154.t1
CPAR2_702510,Cpa_MSK51_g5184.t1,Cpa_MSK2390_g5155.t1
CPAR2_702520,,
CPAR2_702530,Cpa_MSK51_g5186.t1,Cpa_MSK2390_g5157.t1
CPAR2_702540,,
CPAR2_702550,Cpa_MSK51_g5187.t1,Cpa_MSK2390_g5158.t1
CPAR2_702560,Cpa_MSK51_g5188.t1,Cpa_MSK2390_g5159.t1
CPAR2_702570,Cpa_MSK51_g5189.t1,Cpa_MSK2390_g5160.t1
CPAR2_702580,Cpa_MSK51_g5190.t1,Cpa_MSK2390_g5161.t1
CPAR2_702590,Cpa_MSK51_g5191.t1,Cpa_MSK2390_g5162.t1
CPAR2_702600,Cpa_MSK51_g5192.t1,Cpa_MSK2390_g5163.t1
CPAR2_702610,Cpa_MSK51_g5193.t1,Cpa_MSK2390_g5164.t1
CPAR2_702620,Cpa_MSK51_g5194.t1,Cpa_MSK2390_g5165.t1
CPAR2_702630,Cpa_MSK51_g5195.t1,Cpa_MSK2390_g5166.t1
CPAR2_702640,Cpa_MSK51_g5196.t1,Cpa_MSK2390_g5167.t1
CPAR2_702650,,
CPAR2_702670,Cpa_MSK51_g5197.t1,Cpa_MSK2390_g5168.t1
CPAR2_702680,Cpa_MSK51_g5198.t1,Cpa_MSK2390_g5169.t1
CPAR2_702690,Cpa_MSK51_g5199.t1,Cpa_MSK2390_g5170.t1
CPAR2_702700,Cpa_MSK51_g5200.t1,Cpa_MSK2390_g5171.t1
CPAR2_702710,Cpa_MSK51_g5201.t1,Cpa_MSK2390_g5172.t1
CPAR2_702720,Cpa_MSK51_g5202.t1,Cpa_MSK2390_g5173.t1
CPAR2_702730,Cpa_MSK51_g5203.t1,Cpa_MSK2390_g5174.t1
CPAR2_702740,Cpa_MSK51_g5204.t1,Cpa_MSK2390_g5175.t1
CPAR2_702750,Cpa_MSK51_g5205.t1,Cpa_MSK2390_g5176.t1
CPAR2_702760,Cpa_MSK51_g5206.t1,Cpa_MSK2390_g5177.t1
CPAR2_702770,Cpa_MSK51_g5207.t1,Cpa_MSK2390_g5178.t1
CPAR2_702780,Cpa_MSK51_g5208.t1,Cpa_MSK2390_g5179.t1
CPAR2_702790,Cpa_MSK51_g5209.t1,Cpa_MSK2390_g5180.t1
CPAR2_702800,Cpa_MSK51_g5210.t1,Cpa_MSK2390_g5181.t1
CPAR2_702810,Cpa_MSK51_g5211.t1,Cpa_MSK2390_g5182.t1
CPAR2_702820,Cpa_MSK51_g5212.t1,Cpa_MSK2390_g5183.t1
CPAR2_702830,Cpa_MSK51_g5213.t1,Cpa_MSK2390_g5184.t1
CPAR2_702840,Cpa_MSK51_g5214.t1,Cpa_MSK2390_g5185.t1
CPAR2_702850,Cpa_MSK51_g5215.t1,Cpa_MSK2390_g5186.t1
CPAR2_702860,Cpa_MSK51_g5216.t1,Cpa_MSK2390_g5187.t1
CPAR2_702870,Cpa_MSK51_g5217.t1,Cpa_MSK2390_g5188.t1
CPAR2_702880,Cpa_MSK51_g5218.t1,Cpa_MSK2390_g5189.t1
CPAR2_702890,Cpa_MSK51_g5219.t1,Cpa_MSK2390_g5190.t1
CPAR2_702900,Cpa_MSK51_g5220.t1,Cpa_MSK2390_g5191.t1
CPAR2_702910,Cpa_MSK51_g5221.t1,Cpa_MSK2390_g5192.t1
CPAR2_702920,Cpa_MSK51_g5222.t1,Cpa_MSK2390_g5193.t1
CPAR2_702930,Cpa_MSK51_g5223.t1,Cpa_MSK2390_g5194.t1
CPAR2_702940,Cpa_MSK51_g5224.t1,Cpa_MSK2390_g5195.t1
CPAR2_702950,Cpa_MSK51_g5225.t1,
CPAR2_702960,,
CPAR2_702970,Cpa_MSK51_g5227.t1,Cpa_MSK2390_g5198.t1
CPAR2_702980,Cpa_MSK51_g5228.t1,Cpa_MSK2390_g5199.t1
CPAR2_702990,Cpa_MSK51_g5229.t1,Cpa_MSK2390_g5200.t1
CPAR2_703000,Cpa_MSK51_g5230.t1,Cpa_MSK2390_g5201.t1
CPAR2_703010,Cpa_MSK51_g5231.t1,Cpa_MSK2390_g5202.t1
CPAR2_703020,Cpa_MSK51_g5232.t1,Cpa_MSK2390_g5203.t1
CPAR2_703030,Cpa_MSK51_g5233.t1,Cpa_MSK2390_g5204.t1
CPAR2_703040,Cpa_MSK51_g5234.t1,Cpa_MSK2390_g5205.t1
CPAR2_703050,Cpa_MSK51_g5235.t1,Cpa_MSK2390_g5206.t1
CPAR2_703060,Cpa_MSK51_g5236.t1,Cpa_MSK2390_g5207.t1
CPAR2_703070,Cpa_MSK51_g5237.t1,Cpa_MSK2390_g5208.t1
CPAR2_703080,Cpa_MSK51_g5238.t1,Cpa_MSK2390_g5209.t1
CPAR2_703090,Cpa_MSK51_g5239.t1,Cpa_MSK2390_g5210.t1
CPAR2_703100,Cpa_MSK51_g5240.t1,Cpa_MSK2390_g5211.t1
CPAR2_703110,Cpa_MSK51_g5241.t1,Cpa_MSK2390_g5212.t1
CPAR2_703120,Cpa_MSK51_g5242.t1,Cpa_MSK2390_g5213.t1
CPAR2_703130,Cpa_MSK51_g5243.t1,Cpa_MSK2390_g5214.t1
CPAR2_703140,Cpa_MSK51_g5244.t1,Cpa_MSK2390_g5215.t1
CPAR2_703150,Cpa_MSK51_g5245.t1,Cpa_MSK2390_g5216.t1
CPAR2_703160,Cpa_MSK51_g5246.t1,Cpa_MSK2390_g5217.t1
CPAR2_703170,Cpa_MSK51_g5247.t1,Cpa_MSK2390_g5218.t1
CPAR2_703180,Cpa_MSK51_g5248.t1,Cpa_MSK2390_g5219.t1
CPAR2_703190,Cpa_MSK51_g5249.t1,Cpa_MSK2390_g5220.t1
CPAR2_703200,Cpa_MSK51_g5250.t1,Cpa_MSK2390_g5221.t1
CPAR2_703210,Cpa_MSK51_g5251.t1,Cpa_MSK2390_g5222.t1
CPAR2_703220,Cpa_MSK51_g5252.t1,Cpa_MSK2390_g5223.t1
CPAR2_703230,Cpa_MSK51_g5253.t1,Cpa_MSK2390_g5224.t1
CPAR2_703240,Cpa_MSK51_g5254.t1,Cpa_MSK2390_g5225.t1
CPAR2_703250,Cpa_MSK51_g5255.t2,Cpa_MSK2390_g5226.t1
CPAR2_703260,Cpa_MSK51_g5256.t1,Cpa_MSK2390_g5227.t1
CPAR2_703270,Cpa_MSK51_g5257.t1,Cpa_MSK2390_g5228.t1
CPAR2_703280,Cpa_MSK51_g5258.t1,Cpa_MSK2390_g5229.t1
CPAR2_703290,Cpa_MSK51_g5259.t1,Cpa_MSK2390_g5230.t1
CPAR2_703300,Cpa_MSK51_g5260.t1,Cpa_MSK2390_g5231.t1
CPAR2_703310,Cpa_MSK51_g5261.t1,Cpa_MSK2390_g5232.t1
CPAR2_703320,Cpa_MSK51_g5262.t1,Cpa_MSK2390_g5233.t1
CPAR2_703330,Cpa_MSK51_g5263.t1,Cpa_MSK2390_g5234.t1
